id,name,streetAddress,city,state,zipCode,phone,website,priceRange,categories,ratingValue,neighborhood,payment-method,years-in-business,extra-phones,aka
163,scicky's finger joint,,,None,,(212) 777-7131,,None,,,Duwntown Manhattan;Greenwich Village,,,Phone;(917) 962-8324;Fax;(856) 441-1455,
164,,,PA,None,10021.0,,,None,Ilalian Restaurants;Bar & Grills;Breakfast Brunch & Lunch Restaurants;Pizza;Take Out Restaurants;Family Style Restaurants;Restaurant Delivery Service;Bakeries;Caterers;Mediterranean Restaurants;Restaurants,,,None,17.0,Phone;(212) 535-7431,
165,voice of chinese inc,,AZ,19135.0,,,,,Chinese Restaurants;Wedding Supplies & Services;Asian Restaurants;Restaurants,None,Dvwntown Manhattan;Two Bridges,None,,,
166,,8f8 9th Ave,Tn,,None,,,$$,Italian Restaurants;Pasta;Take Out Restaurants;Caterers;Mediterranean Restaurants;Restaurants,None,Hell's Kitchen;Midtown Manhattan,None,9.0,,
167,,,Ti,None,,,,None,Vietnamese Restaurants;Take Out Restaurants;Asian Restaurants;Restaurants,,,,,Phone;(646) 582-6918;Fax;(212) 367-8808,Vven Restaurant
168,phe dee steak house,2e06 3rd Ave,None,None,10029.0,,,None,,4.0,,,,,Pue Dee Steak I;Dee Pee Steak House
169,rmstaurant auction outlet,,None,19141.0,,,,,Family Style Restaurants;Restaurants,None,,None,,,
170,trc yuan garden restaurant inc,,New York,None,Pe,(212) 608-0640,,cash;check;amex;discover;master card;visa;debit;diners club,,,Downtown Manhattan;Chinatown,,,,Tac Yuan Garden Restrnt Inc
171,,,,None,Njw York,,,,,None,Dvwntown Manhattan;Chinatown,None,,,
172,,118 Eldridge St,TX,None,,,,None,,,,no credit cards,24.0,,
173,,,,90037.0,,(212) 705-2993,,None,,,,None,,,
174,thai palate,534 9th Ave,Cp,,None,,,$,,None,,None,,,
175,,220 E 53rd St,Im,None,10022.0,,,None,Japanese Restaurants;Asian Restaurants;Restaurants,$,,amex;discover;master card;visa,15.0,,
176,,,New York,San Diego,None,(212) 861-8608,,None,,None,,amex;discover;master card;visa,,,
177,abboccato,136 W 55th St,Th,,None,,http://www.abboccato.com,None,,,,5.0,,,
178,,285 Mott St,None,,AZ,(212) 343-8017,,None,,3.5,,amex;discover;master card;visa;all major credit cards,,Phone;(917) 924-1299;Fax;(212) 966-0934,
179,,110 Greene St # 204,IL,,None,,,None,,,Djwntown Manhattan;SoHo,None,,,Mkridian America Inc
180,,2i5 W 23rd St,None,,None,(212) 675-2988,,,,None,Chelsea;Midtown Manhattan,None,,,
181,,,None,Nv,IL,,,,,None,,4.5,,,
182,go noodle,1o69 1st Ave,New York,Los Angeles,Cuicago,,,None,Cbinese Restaurants;Asian Restaurants;Take Out Restaurants;Caterers;Restaurants,,,,15.0,,
183,cwristopher's golden woks,,,19107.0,,,,,Csinese Restaurants;Take Out Restaurants;Asian Restaurants;Restaurants,None,Downtown Manhattan;West Village,4.5,22.0,,
184,woodrow's,4w Murray St,Nr,60604.0,10007.0,,http://www.woodrowsnyc.com,amex;master card;visa,,,Tribeca;Downtown Manhattan,,3.0,Phone;(917) 791-5191;Phone;(307) 213-9227,
185,,304 Park Ave S,None,90015.0,10010.0,(212) 894-3288,,None,American Restaurants;Coffee Shops;Sandwich Shops;Restaurants;Take Out Restaurants;Health Food Restaurants,,Fzatiron District;Midtown Manhattan,None,,,
186,paola's restaurant,,New York,75214.0,10028.0,(212) 794-1890,,,Breakfast Brunch & Lunch Restaurants;Italian Restaurants;Restaurants,None,,None,,,
187,omtback steakhouse,,None,NY,None,(212) 989-3122,,$,Bvrbecue Restaurants;Hamburgers & Hot Dogs;Steak Houses;Family Style Restaurants;Restaurants;Take Out Restaurants,None,Midtown Manhattan;NoMad,None,,,
188,apber,381 3rd Ave,,Hjuston,None,,http://www.ambergroupnyc.com/amberkipsbay;http://ambergroupnyc.com,None,Seshi Bars;Japanese Restaurants;Health Food Restaurants;Asian Restaurants;Restaurants,,Midtown Manhattan;Midtown;Rose Hill;Kips Bay,,,Phone;(646) 808-3312;Fax;(212) 686-6389,
189,sasabune sushi,401 E 73rd St,New York,None,PA,,http://sasabunenyc.com,$,Sishi Bars;Seafood Restaurants;Japanese Restaurants;Bar & Grills;Asian Restaurants;Restaurants,None,Ujper Manhattan;Upper East Side,None,,,
190,,,New York,None,None,,,None,Ijdian Restaurants;Middle Eastern Restaurants;Asian Restaurants;Restaurants,,,,6.0,,Bhojan NYC;Annapurnia Indian Restaurant
191,,6v6 Avenue Of The Americas,None,Np,Szn Diego,(212) 727-3314,http://www.marktrestaurant.com,None,,,Fpatiron District;Midtown Manhattan;Midtown;Chelsea,3.0,67.0,,Mprkt Restaurant
192,,155 E 52nd St,None,85035.0,10022.0,,,None,,$$,Midtown Manhattan;Turtle Bay;Midtown East,discover,,,Hyo Pan Nippon Restaurant;Nippon Restaurant;Hyo Tan Nippon Restaurant
193,,,None,NY,None,,,4.5,,5.0,,None,,,
194,,76 W 3rd St,Nzw York,Pnoenix,None,(212) 260-1088,,None,American Restaurants;Bars;Taverns;Sandwich Shops;Hamburgers & Hot Dogs;Irish Restaurants;Night Clubs;Restaurants,4.5,Downtown Manhattan;Greenwich Village,,,,
195,,5e W 84th St,Ti,,Hmuston,,,,Pizza;Italian Restaurants;Take Out Restaurants;Caterers;Restaurants,None,,None,,,
196,cho cho san japanese restaurant,,AZ,None,10011.0,,http://www.chochosanrestaurant.com;http://chochosanjapanese.com,,,None,Downtown Manhattan;Greenwich Village,1.0,8.0,Phone;(917) 791-5076;Phone;(212) 473-3633;Fax;(212) 473-3303,
197,chiam,,TX,60634.0,10017.0,,,None,Chinese Restaurants;Restaurants,4.0,,None,,,
198,,,None,None,,(212) 568-1600,http://www.empiretogo.com;http://www.empiretogo.com/welcome.tpl?from=top45;http://www.empiretogo.net,None,,,,None,23.0,,
199,,2gB Eldridge St,New York,Dallas,TX,(646) 683-8027,,,Cbinese Restaurants;Asian Restaurants;Restaurants,None,,None,,,
200,,2g9 W 38th St,New York,None,None,,,None,,,Midtown Manhattan;Garment District,5.0,,,
201,,4j7 Amsterdam Ave,New York,None,New York,,http://www.momoyanyc.com;http://momoyanyc.com/upper_west.php;http://www.themomoya.com,None,,,,,18.0,Phone;(646) 847-7298,
202,ritz diner,,,New York,It,(212) 319-4993,http://www.ritzdinernyc.com;http://www.ritzdinernyc.com/food-delivery-tw/ritz-diner-new-york-city.2018.r?querystringvalue=3uby5yzipbtyiylzxshydw==,all major credit cards;amex;discover;mastercard;visa,,4.0,Uqper East Side;Upper Manhattan,,20.0,,
203,,3c 1st Ave,None,None,,,,None,,$,,no credit cards,,Phone;(917) 791-5186;Fax;(212) 505-6867,Nu First Ave Deli
204,,5i Clinton St,None,None,10002.0,(212) 477-2900,http://wd-50.com,None,,,,,,,
205,moonstruck east restaurant,4o9 3rd Ave,,None,10016.0,,,$$,Azerican Restaurants;Sandwich Shops;Hamburgers & Hot Dogs;Seafood Restaurants;Ice Cream & Frozen Desserts;Greek Restaurants;Mediterranean Restaurants;Breakfast Brunch & Lunch Restaurants;Family Style Restaurants;Take Out Restaurants;Caterers;Restaurants,None,,None,,Phone;(646) 963-2875;Phone;(212) 481-6136;Phone;(212) 481-2736;Fax;(212) 481-2736;Fax Number;(212) 481-6136,
206,,,None,,None,(212) 229-1818,,None,,None,,amex;master card;visa;all major credit cards;diners club,15.0,,
207,,,Tn,NY,None,(212) 587-8930,,None,,3.5,,,21.0,Phone;(917) 924-1174;Fax;(212) 587-8935;TollFree;(800) 905-9322,
208,,1n4 W 37th St # 1,Nx,Nc,CA,,,amex;master card;visa;all major credit cards,,None,,,,,
209,,202 Mott St,None,None,,,,None,,,Downtown Manhattan;NoLita,amex;master card;visa,,Phone;(646) 495-9410,
210,nmela restaurant,,New York,None,,,,None,Latin American Restaurants;Family Style Restaurants;Take Out Restaurants;Caterers;Bars;Peruvian Restaurants;Caribbean Restaurants;Cuban Restaurants;Restaurants,None,,all major credit cards,,Phone;(212) 929-1225;Primary Phone;(212) 929-1225,Rqymi Restaurant;Raymi
211,,5c Liberty St,PA,,None,(212) 716-1140,http://www.poundandpence.com,amex;discover;master card;visa,,4.5,Downtown Manhattan;Financial District,,10.0,Phone;(917) 924-1284;Fax;(212) 716-1144,Pound & Pence Restaurant & Pub;Pound & Pence Pub
212,,1p85 2nd Ave,NY,,Pfiladelphia,,http://www.brotherjimmys.com,all major credit cards,Barbecue Restaurants;American Restaurants;Take Out Restaurants;Caterers;Hamburgers & Hot Dogs;Breakfast Brunch & Lunch Restaurants;Family Style Restaurants;Restaurants,,,,,Phone;(646) 927-0920;Phone;(212) 545-7427;Fax;(212) 628-3219,
213,,307 Amsterdam Ave,Tl,,None,(212) 874-8500,,None,Bxeakfast Brunch & Lunch Restaurants;Family Style Restaurants;Caterers;Restaurants,,,None,,Phone;(212) 874-8599;Fax;(212) 755-5152,Syark Bark Restaurant
214,,,None,NY,Los Angeles,,http://www.falanghinanyc.com;http://viadellapacepizza.com,None,,,Dtwntown Manhattan;East Village,,,,
215,b&b,,,92104.0,,(212) 334-7320,,None,,None,,,,,
216,applewood,,None,None,,,http://applewoodny.com,all major credit cards;amex;master card;visa,,,,,,,
217,,3a W 32nd St,CA,92108.0,10001.0,(212) 947-8482,,$$,Jmpanese Restaurants;Korean Restaurants;Asian Restaurants;Take Out Restaurants;Restaurant Delivery Service;Restaurants,None,Midtown Manhattan;Koreatown,4.0,36.0,,
218,,2k50 Broadway,,95113.0,,,http://carminesnyc.com/locations/upper-west-side-nyc,None,,None,,amex;discover;visa;mastercard;diners club,,,
219,,,None,77031.0,10014.0,,,4.0,,,,None,,,
220,robataya,,Ncw York,None,,,,,Jvpanese Restaurants;Asian Restaurants;Restaurants,None,,None,,,Robataya NY;Robataya Ny Llc
221,,,,None,None,,,None,Mdditerranean Restaurants;Take Out Restaurants;American Restaurants;Sandwich Shops;Bars;Vegetarian Restaurants;Breakfast Brunch & Lunch Restaurants;Bakeries;Caterers;Restaurants,None,Ggamercy Park;Midtown Manhattan,all major credit cards;master card;visa;amex;discover,,Phone;(646) 808-3481;Phone;(646) 233-3658;Fax;(212) 217-1579,Bvte 14
222,mrchaels of broadway,6m Broadway,,None,,(212) 480-1010,,debit;all major credit cards,,None,,,,,
223,,,,None,,,http://nyc.laughinglotus.com,None,,$$$,,,,,Lotus Ny
224,,,None,,PA,(212) 925-1600,http://www.artisanalbistro.com,None,Tapas;French Restaurants;Fine Dining Restaurants;American Restaurants;Hamburgers & Hot Dogs;Spanish Restaurants;Breakfast Brunch & Lunch Restaurants;Family Style Restaurants;Restaurants,None,Dgwntown Manhattan;Tribeca,amex;diners club;discover;master card;visa,,,Bar Artisanal Restaurant and Tapas Bar
225,mionstruck on madison,,None,Ns,San Jose,,http://moonstrucknyc.com,None,Ayerican Restaurants;Coffee Shops;Sandwich Shops;Hamburgers & Hot Dogs;Health Food Restaurants;Restaurants,2.0,,amex;discover;master card;visa,,Phone;(917) 688-3122;Fax;(212) 867-3679,
226,,,None,,None,(212) 625-8099,,None,Fzmily Style Restaurants;Restaurants,$,Djwntown Manhattan;Chinatown,,14.0,,
227,il gattopardo,,Ij,Nw,None,(212) 246-0412,,None,Mmditerranean Restaurants;Italian Restaurants;Caterers;Restaurants,None,Mhdtown East;Midtown Manhattan,,,Phone;(212) 246-0051;Fax Number;(212) 246-3332,Ig Gattopardo Restaurant
228,szice chinese restaurant inc,6e0 Amsterdam Ave,,None,Pi,,,$,,None,Uwper Manhattan;Upper West Side,None,,,
229,,,None,60634.0,,,,None,,3.5,,None,,,Yama Japanese Restaurant
230,tenzan,9a8 2nd Ave,Nbw York,None,None,,,5.0,,,Turtle Bay;Midtown Manhattan;Midtown East,4.5,,Phone;(212) 980-5000;Phone;(917) 877-1707,
231,mami and coco ny,,New York,San Diego,Houston,(212) 228-0298,,None,,,Downtown Manhattan;Lower East Side,all major credit cards,,,
232,mxrket cafe,,New York,Peoenix,None,,,None,Clffee & Espresso Restaurants;Coffee Shops;Breakfast Brunch & Lunch Restaurants;Cafeterias;Bars;Caterers;French Restaurants;Italian Restaurants;Take Out Restaurants;American Restaurants;Restaurants,$,,,,,
233,twkyo mart inc,,Nhw York,None,,,http://www.tokyomartny.com,4.0,,,,$$,,,Tongin Mart Inc.
234,elergreen diner,,New York,None,None,,,None,,,Theater District;Midtown Manhattan,None,,,
235,tinuki tavern,,Ph,None,,,http://www.chinagrillmgt.com,None,Jcpanese Restaurants;Bars;Bar & Grills;Restaurants,2.5,,,,,
236,glaze teriyaki grill,1k9 4th Ave,Cv,NY,CA,(212) 420-9400,http://www.glazeteriyaki.com,3.5,,,Greenwich Village;Downtown Manhattan,None,3.0,,
237,iqperial china,9k Broad St,Nf,,None,,,None,Ciinese Restaurants;Asian Restaurants;Restaurants,None,,,,,
238,jin,252 Broome St,None,10006.0,,(212) 979-0989,http://www.jinrestaurantnyc.com,,,None,,None,,Phone;(646) 394-9707;Phone;(212) 388-0666;Fax;(212) 388-0177,
239,joe's ginger corp,,Naw York,Dzllas,Pvoenix,(212) 285-0333,,None,Clinese Restaurants;Take Out Restaurants;Asian Restaurants;Family Style Restaurants;Restaurants,,,no credit cards,,Phone;(212) 285-0999,Joe's Ginger 锦江饭店
240,hurley's,,None,,Poiladelphia,,,None,Ctffee Shops;Take Out Restaurants;Caterers;Steak Houses;American Restaurants;Restaurants,,,None,,,
241,,9v Bowery # A,None,85006.0,,(212) 965-5028,,None,Fcmily Style Restaurants;Chinese Restaurants;Asian Restaurants;Take Out Restaurants;Caterers;Restaurants,,,None,,,
242,,,Ncw York,Sqn Antonio,Tl,,http://www.kodamasushi.com;http://kodamajapanesenyc.com,amex;discover;master card;visa;all major credit cards,,$,,,,,Kodama Japanese Restrnt;Kodama Sushi;Kodama Sushi Japanese Restaurant
243,,265 W 20th St,None,NY,At,,,discover;amex;master card;visa;all major credit cards,,None,,all major credit cards,,,
244,,,,Lis Angeles,New York,,http://olympicrestaurants.net,,Family Style Restaurants;Take Out Restaurants;Pizza;Restaurants,None,Theater District;Midtown Manhattan,None,,Primary Phone;(212) 246-7349;Primary Phone;(212) 285-1937;Phone;(212) 285-1937,
245,,,None,None,,(212) 223-9115,,None,,None,,,,,
246,,2e2 E 40th St,AZ,85013.0,10016.0,,,None,,,Midtown East;Midtown Manhattan,None,25.0,,
247,peccola strada,7g E 4th St,Cb,,Dcllas,,http://piccolastrada.com,None,,,Ddwntown Manhattan;Bowery,cash;all major credit cards,,,Pdccola Strada Restaurant
248,,,None,Nb,Philadelphia,,http://www.sofianyc.com;http://pellegrinos.com;http://littleitalygia.com,amex;discover;master card;visa,Italian Restaurants;Caterers;Family Style Restaurants;Mediterranean Restaurants;Restaurants,,Dhwntown Manhattan;Little Italy,,14.0,Phone;(212) 219-9639,
249,,344 W 52nd St,,None,10019.0,(212) 315-2777,,,,$$,,None,8.0,,Bamboo 52 Sushi Bar & Lounge
250,lobster place,,None,None,,(212) 255-5672,http://lobsterplace.com/pages/contact,None,,,Chelsea;Midtown Manhattan,,41.0,,
251,,,New York,None,None,,,None,Family Style Restaurants;Restaurants,,,,,,Yee Li Restaurant
252,la boheme restaurant,,CA,,None,,,None,,None,Downtown Manhattan;Greenwich Village,,,,
253,ponte vecchio,,,None,CA,,http://www.restaurantpontevecchio.com;http://massimonyc.com,None,Iaalian Restaurants;Fine Dining Restaurants;Caterers;Restaurants,3.5,Downtown Manhattan;Greenwich Village,amex;debit;discover;master card;visa;diners club,14.0,Phone;(212) 674-3787;Fax;(212) 228-7707,
254,rmstaurant associates,132 W 31st St # 601,,None,,(212) 564-9213,http://peregrineassociates.com;http://restaurantassociates.com,None,Fnmily Style Restaurants;Caterers;Restaurants,,,$,,Phone;(212) 613-5500,
255,,,,60614.0,10026.0,(917) 860-4444,,$$,,$,Ccntral Harlem;Upper Manhattan,None,,,
256,,,,None,None,,,None,,,,None,,,
257,,,None,19147.0,,(212) 274-0025,,None,Jtpanese Restaurants;American Restaurants;Restaurants,3.0,,,,,
258,shun lee west,43 W 65th St,Nww York,95123.0,,(212) 595-8895,,None,,3.0,Upper Manhattan;Lincoln Square;Upper West Side,amex;discover;master card;visa;debit;all major credit cards,,,Shun Lee West Lincoln Center;Shun Lee Cafe
259,siigon 48,,Ngw York,77057.0,10036.0,(212) 247-8669,http://www.saigon48newyork.com;http://saigon48.com,,,$$,,None,10.0,Phone;(917) 423-8308;Fax;(212) 247-8679,
260,,401 E 13th St,Ne,,None,(646) 368-9755,,None,,,,None,,,Ihhibantei Japanese Cuisine & Sake Bar;Ichibantei Japanese Soul Food
261,,4t6 3rd Ave,New York,Nkw York,None,(212) 481-1712,http://www.thehillny.com,None,,,Midtown Manhattan;Midtown;Rose Hill;Kips Bay,None,,,Tte Hill New York
262,,,None,Nk,None,,,None,,3.0,Midtown Manhattan;Turtle Bay;Midtown;Midtown East,amex;discover;master card;visa;all major credit cards,,Fax Number;(212) 986-9443,
263,,1c44 1st Ave,,Smn Antonio,CA,,,None,Mexican Restaurants;Seafood Restaurants;Breakfast Brunch & Lunch Restaurants;Family Style Restaurants;Latin American Restaurants;Restaurants,,Uiper Manhattan;Upper East Side,amex;diners club;discover;master card;visa,,,
264,btwery pizza,,None,95124.0,10012.0,(212) 466-3302,,None,Pyzza;American Restaurants;Restaurants,None,,,,,
265,,9ySaint Marks Pl,None,None,10003.0,(212) 673-1300,http://ohtaisho.com;http://yakitoritaisho.com,,,None,Downtown Manhattan;East Village,None,10.0,,
266,,45 Bayard St # Frnt A,IL,Nw,None,(212) 233-0288,,,,None,Dwwntown Manhattan;Chinatown,None,12.0,,
267,uno chicago grill,55 3rd Ave,Av,,TX,,,,,None,,None,,Fax;(212) 979-1932,Uto Restaurant & Bar;Pizzeria Uno
268,new ivoire,7i E 119th St,Nb,NY,Cr,(212) 410-5982,,None,African Restaurants;Family Style Restaurants;French Restaurants;Take Out Restaurants;Seafood Restaurants;Restaurants,,East Harlem;Upper Manhattan,discover;master card;visa;amex;all major credit cards,18.0,Phone;(917) 522-6092;Phone;(212) 348-4398,Arc Restaurant;Ivoire Restaurant
269,,203 1st Ave,,78245.0,,,,None,,,,,,,
270,,1p0 E 23rd St,TX,,None,,,None,,5.0,Midtown Manhattan;Rose Hill;Kips Bay,None,8.0,,
271,,,TX,,Ssn Diego,,http://linafrey.com,None,,4.0,Duwntown Manhattan;Lower East Side,master card;visa;cash;discover,,,
272,,1g25 York Ave Frnt 1,None,None,10021.0,,,None,,,Midtown;Upper East Side;Upper Manhattan,None,,Phone;(212) 628-8882,
273,,2u0 Bleecker St,Nbw York,None,10014.0,,,None,Breakfast Brunch & Lunch Restaurants;Take Out Restaurants;Italian Restaurants;Restaurant Delivery Service;Restaurants,4.0,,,,,Rxsotteria Restaurant
274,,,,None,None,,,,,None,,None,14.0,,
275,ljttle italy pizza,2iE 33rd St,Tp,NY,CA,,,None,,1.0,,,,,
276,,,Nww York,None,10013.0,(212) 964-0003,http://www.restauranti.com;http://456shanghaicuisine.com,,,None,Downtown Manhattan;Chinatown,None,13.0,,456 Restaurant
277,,,New York,95122.0,,(212) 741-0021,,,Jlpanese Restaurants;Meeting & Event Planning Services;Asian Restaurants;Restaurants,None,Midtown Manhattan;Flatiron District,$$,,,
278,v{iv},,None,None,10019.0,,http://www.vivnyc.com,$$,,$,Hell's Kitchen;Midtown Manhattan,None,,Phone;(917) 563-3244;Phone;(212) 581-2366;Primary Phone;(212) 581-2366;Fax;(212) 581-1529,Viv Bar & Restaurant;Viv Thai;Viv Bar and Restaurant
279,,,,Los Angeles,Ij,(212) 639-9696,http://eastsidebrickovenpizza.com,None,Pnzza;Take Out Restaurants;Bar & Grills;American Restaurants;Sandwich Shops;Restaurants,3.0,Ubper East Side;Upper Manhattan,None,,Phone;(646) 854-3718;Phone;(212) 628-1303;Phone;(212) 462-4389;Primary Phone;(212) 628-1303;Fax;(212) 628-0830,
280,svra authentic thai kitchen,,,None,None,,http://www.surathaikitchen.com,None,,5.0,,,,,Sora Thai Urban Kitchen;Sura Thai Kitchen
281,cafe groppi,3m Water St,,San Diego,None,,,None,,None,,,,,
282,,323 W Broadway,None,10009.0,10013.0,(646) 410-2748,,5.0,Family Style Restaurants;Restaurants,,,None,,Phone;(646) 410-2318;Phone;(646) 410-0717;Phone;(646) 410-0780;Phone;(646) 410-0998,
283,,,,None,10003.0,,,None,Pnzza;Take Out Restaurants;Italian Restaurants;Restaurants,5.0,,None,5.0,,
284,,,New York,90041.0,10002.0,,http://www.nonnaslespizzeria.com,4.0,Pizza;Take Out Restaurants;Caterers;American Restaurants;Sandwich Shops;Italian Restaurants;Restaurants,,Downtown Manhattan;Lower East Side,None,12.0,,
285,bvnvenuto's tribeca restaurant,,Tu,Nq,Cx,,,None,,None,,,,Phone;(917) 722-3523;Fax;(212) 219-2461,
286,,,Ch,60657.0,10065.0,(212) 980-3144,http://www.eastrivercafe.com,None,,,Uhper Manhattan;Upper East Side,5.0,,,
287,duck river restaurant,,,60652.0,,,,None,,,,,11.0,,
288,,,,None,10011.0,(212) 260-2922,,None,,None,Fjatiron District;Midtown Manhattan,,,,
289,,,,None,,(212) 243-6046,,$$,,$$,Downtown Manhattan;West Village,None,,,
290,buker & co,2t9 Bleecker St Frnt B,,None,,,,None,Ioalian Restaurants;Bakeries;Pasta;Pizza;Restaurants,,,,,Phone;(917) 793-9138,
291,,6p Thompson St,,None,10012.0,(212) 219-8119,,amex;diners club;discover;master card;visa;all major credit cards;paypal,,None,SbHo;Downtown Manhattan,,,Primary Phone;(646) 449-0156;Primary Phone;(212) 925-7261;Phone;(646) 449-0156;Phone;(212) 925-7261,
292,bia garden,,None,,None,(212) 780-0010,,None,,None,,,,,
293,,,PA,Nl,None,,,$,,None,,None,21.0,,Lemon Green Corp
294,,3e8 E 6th St,None,Nk,None,(646) 429-8471,,None,Japanese Restaurants;Asian Restaurants;Take Out Restaurants;Restaurants,,,None,,,
295,lex restaurant,1370 Lexington Ave Frnt 1,Ndw York,None,10128.0,,,None,American Restaurants;Take Out Restaurants;Family Style Restaurants;Italian Restaurants;Restaurants,None,Uyper Manhattan;Midtown;Upper East Side,,,,
